title,id,release_date,vote_average
Barnyard,9907,2006-08-04,5.864
All My Friends Are Dead,780154,2020-12-28,5.863
Simply Black,679989,2020-07-08,5.863
Escape from L.A.,10061,1996-08-09,5.9
RV,9530,2006-04-28,5.862
Muse,429460,2017-11-09,5.861
Blade: Trinity,36648,2004-12-08,5.861
I Could Never Be Your Woman,15019,2007-05-11,5.9
Starship Troopers: Invasion,114478,2012-08-28,5.9
3000 Miles to Graceland,12138,2001-02-23,5.9
No One Gets Out Alive,740925,2021-09-29,5.859
La Abuela (The Grandmother),661791,2022-01-28,5.859
Mom or Dad?,440708,2017-02-14,5.859
The Cobbler,238215,2014-09-11,5.9
Nothing to Declare,52077,2010-12-20,5.857
The Spy Next Door,23172,2010-01-15,5.858
Blood: The Last Vampire,1450,2009-04-02,5.858
When the Bough Breaks,335791,2016-09-09,5.857
Battleship,44833,2012-04-11,5.9
Planet 51,16866,2009-11-19,5.857
Kung Fu Yoga,383785,2017-01-27,5.9
Identity Thief,109431,2013-02-07,5.856
Super Troopers 2,50022,2018-04-19,5.856
The Presidio,11851,1988-06-10,5.9
3 Men and a Little Lady,11630,1990-11-21,5.9
The Eye,9030,2008-02-01,5.856
Four Rooms,5,1995-12-09,5.9
The Comeback Trail,650783,2020-11-12,5.855
Stockholm,437626,2019-04-12,5.9
Coriolanus,101173,2011-02-14,5.9
"For a Good Time, Call...",84200,2012-08-31,5.855
Mortal Kombat,9312,1995-08-18,5.855
Automata,262543,2014-10-09,5.854
The Bounty Hunter,27573,2010-03-16,5.854
Dead Weight,18457,2002-04-10,5.85
Black Water,14138,2007-06-01,5.9
It Comes at Night,418078,2017-06-09,5.9
In Bed with Victoria,377275,2016-09-14,5.9
A Nightmare on Elm Street 4: The Dream Master,10131,1988-08-19,5.853
The Benchwarmers,9957,2006-04-07,5.853
Doghouse,20606,2009-06-11,5.9
USS Indianapolis: Men of Courage,340945,2016-09-22,5.851
Lying and Stealing,509874,2019-07-12,5.85
F the Prom,487702,2017-12-05,5.8
Into the Forest,334538,2016-06-03,5.85
Striking Distance,11074,1993-09-17,5.8
The Rookie,6723,1990-12-07,5.8
Poseidon,503,2006-05-03,5.85
He's Out There,431185,2018-10-25,5.849
The Blackcoat's Daughter,334536,2017-03-31,5.852
We Accept Miracles,315319,2015-01-02,5.849
One Night at McCool's,2144,2001-04-19,5.8
The Crow,957452,2024-08-21,5.8
Last Looks,557946,2022-01-27,5.848
Coexister,432618,2017-10-11,5.8
Picture Perfect,9413,1997-08-01,5.8
Sgt. Bilko,9099,1996-03-29,5.86
Tesla,517412,2020-08-14,5.847
2012,14161,2009-10-10,5.847
The Strangers: Chapter 1,1010600,2024-05-15,5.8
Death Race: Inferno,156717,2013-01-04,5.8
Jack the Giant Slayer,81005,2013-02-27,5.845
Dennis the Menace,12139,1993-06-24,5.8
Replicant,10596,2001-05-11,5.8
S.W.A.T.: Under Siege,461053,2017-08-01,5.8
Cam,521935,2018-10-01,5.843
Phantom,152259,2013-01-03,5.843
Love Happens,25643,2009-09-18,5.843
Under Siege 2: Dark Territory,3512,1995-07-13,5.8
The Five-Year Engagement,72207,2012-04-27,5.842
Death at a Funeral,34803,2010-04-15,5.842
Antrum,412546,2018-10-14,5.8
Welcome to the Punch,93828,2013-03-15,5.8
A Good Old Fashioned Orgy,69778,2011-09-02,5.8
Big Fat Liar,11870,2002-02-08,5.841
Our Brand Is Crisis,10317,2015-09-11,5.841
In the Blood,256474,2014-04-04,5.84
Dom Hemingway,192134,2013-11-14,5.84
13,44982,2010-03-12,5.84
Maximum Overdrive,9980,1986-07-25,5.8
The Brothers Grimm,4442,2005-08-26,5.8
A Hologram for the King,270010,2016-04-22,5.838
Only God Forgives,77987,2013-05-30,5.839
Cirque du Freak: The Vampire's Assistant,24418,2009-10-23,5.839
Pet,353979,2016-09-24,5.838
The Two Faces of January,192149,2014-05-16,5.838
The Pink Panther,12096,2006-02-10,5.8
The Black Hole,9570,1979-12-18,5.838
Charlie's Angels,4327,2000-11-02,5.838
New in Town,14536,2009-01-30,5.837
Open Season 2,13690,2008-09-24,5.8
One Wild Moment,342878,2015-06-24,5.8
Money Train,11517,1995-11-21,5.8
Hostel: Part II,1691,2007-06-07,5.8
A Classic Horror Story,768334,2021-07-01,5.8
Antigang,348060,2015-08-19,5.835
Fading Gigolo,214030,2013-09-07,5.835
Resident Evil: Retribution,71679,2012-09-12,5.835
R.I.P.D.,49524,2013-07-18,5.835
Bunraku,30618,2010-09-01,5.8
Undercover Brother,12277,2002-05-31,5.8
54,3682,1998-08-28,5.835
Fred Claus,5375,2007-11-09,5.834
The Boss,323676,2016-04-07,5.833
Leatherheads,4942,2008-03-24,5.8
Night Moves,157823,2014-04-23,5.832
Prey,14211,2007-05-18,5.8
Crocodile Dundee II,9396,1988-05-19,5.8
Failure to Launch,6877,2006-03-10,5.832
Ava,539885,2020-07-02,5.831
Barbecue,250349,2014-04-30,5.827
Shadow in the Cloud,675327,2020-12-31,5.831
My Name Is Bruce,1961,2007-10-01,5.8
Huesera: The Bone Woman,772515,2023-02-10,5.829
Jane Got a Gun,174751,2015-12-31,5.829
Hard Rain,11258,1998-01-16,5.8
Blue Steel,9491,1990-03-16,5.8
Cold Pursuit,438650,2019-02-07,5.828
The Family Fang,291264,2016-04-16,5.828
Alfie,8849,2004-10-22,5.828
The Captive,244761,2014-09-05,5.827
The Funhouse,13555,1981-03-13,5.8
Frenemies,84105,2012-01-13,5.8
Chopping Mall,28941,1986-03-21,5.832
Puppet Master,26953,1989-10-12,5.8
The Object of My Affection,17127,1998-04-17,5.8
Firewall,9754,2006-02-08,5.8
The Ritual Killer,862552,2023-03-09,5.824
The Midnight Man,492621,2016-09-30,5.823
Cult of Chucky,393345,2017-10-12,5.823
The Killer Inside Me,37414,2010-02-19,5.8
The Final Conflict,10768,1981-03-20,5.8
Drillbit Taylor,8457,2008-02-04,5.8
7 Days in Entebbe,433627,2018-03-15,5.822
21 & Over,107811,2013-03-01,5.822
The Campaign,77953,2012-08-09,5.8
10 Years,58547,2012-09-14,5.822
The Stepfather,19904,2009-10-16,5.8
Extract,12569,2009-09-03,5.822
Reasonable Doubt,240916,2014-01-17,5.8
Death Race 2,51620,2010-11-12,5.821
3 from Hell,489064,2019-09-16,5.82
The Little Hours,411873,2017-06-30,5.82
Neighbors 2: Sorority Rising,325133,2016-05-04,5.82
Mystery Men,9824,1999-08-06,5.8
Censor,663866,2021-06-11,5.819
Ma,502416,2019-05-29,5.819
That's My Boy,87428,2012-06-14,5.819
Mighty Morphin Power Rangers: The Movie,9070,1995-06-30,5.8
New Biz in the Hood,547388,2019-02-27,5.818
Wind Chill,14223,2007-04-27,5.8
The X Files: I Want to Believe,8836,2008-07-24,5.8
The Parisian Bitch,325848,2015-04-29,5.817
Very Good Girls,70706,2013-01-22,5.817
Bandslam,23367,2009-08-06,5.817
Meatballs,14035,1979-06-28,5.817
Italiano medio,320316,2015-01-29,5.816
Come tu mi vuoi,60049,2007-10-09,5.8
Judge Dredd,9482,1995-06-30,5.815
Deep Water,619979,2022-03-18,5.814
Sweet Virginia,413992,2017-11-17,5.814
Redirected,190469,2014-01-10,5.814
Fantozzi in Heaven,41665,1993-12-21,5.814
Return to Sleepaway Camp,35626,2008-11-04,5.814
Punisher: War Zone,13056,2008-12-05,5.8
Beethoven,11806,1992-04-03,5.814
Big Momma's House,9600,2000-05-31,5.814
Raw Deal,2099,1986-06-06,5.8
Father Figures,354861,2017-12-21,5.813
Absentia,74777,2011-03-03,5.813
Department Store,38262,1986-06-06,5.8
Hostile,461992,2018-03-08,5.811
Police Academy 3: Back in Training,12118,1986-03-20,5.809
Air America,11856,1990-08-10,5.809
Alvin and the Chipmunks,6477,2007-12-13,5.809
SAS: Red Notice,595743,2021-08-11,5.811
6 Below: Miracle on the Mountain,423087,2017-10-12,5.808
Laws of Attraction,11141,2004-04-04,5.8
Starsky & Hutch,9384,2004-03-05,5.808
Priest,38321,2011-05-05,5.807
Race to Witch Mountain,13836,2009-03-12,5.8
Analyze That,9932,2002-12-06,5.807
To the Wonder,60281,2013-02-22,5.8
The Core,9341,2003-03-28,5.807
Baskin,334394,2015-12-31,5.804
Trainwreck,271718,2015-07-17,5.8
Suddenly Heaven,61630,2003-12-19,5.804
Expelled,305932,2014-12-12,5.803
The Atticus Institute,299551,2015-01-05,5.803
Saludos Amigos,14906,1942-08-24,5.803
Stay Alive,10069,2006-03-24,5.803
Vox Lux,429202,2018-09-07,5.802
Eight Legged Freaks,8869,2002-07-17,5.802
Bad Ass,94380,2012-04-12,5.8
Marauders,359412,2016-07-01,5.8
House at the End of the Street,82505,2012-09-21,5.8
The Vigil,621707,2020-07-01,5.799
Battle: Los Angeles,44943,2011-03-08,5.8
Bounce,10862,2000-11-15,5.8
Scary Movie 2,4248,2001-07-04,5.8
Christmas with a View,550385,2018-11-01,5.8
I Think We're Alone Now,451877,2018-09-14,5.798
Morgan,377264,2016-09-01,5.799
Spy Kids,10054,2001-03-18,5.797
47 Meters Down,403119,2017-05-25,5.797
Mary Reilly,9095,1996-02-23,5.8
Batman Ninja,485942,2018-06-15,5.8
Young Adult,57157,2011-11-11,5.8
1941,11519,1979-12-14,5.8
Pinocchio,10599,2002-10-11,5.8
Robinson Crusoe,368940,2016-02-04,5.795
The Three Musketeers,52451,2011-08-31,5.8
Encino Man,10406,1992-05-22,5.795
Fantasy Island,539537,2020-02-12,5.8
Family Is Family,456165,2018-02-28,5.794
Perfect Stranger,7183,2007-04-11,5.79
Are We Done Yet?,10172,2007-04-04,5.8
Vanity Fair,11632,2004-09-01,5.8
100 Girls,10035,2000-09-01,5.8
Mother/Android,739413,2021-12-17,5.798
The Double,73499,2011-10-27,5.8
Husk,56906,2011-01-28,5.791
Not Another Teen Movie,11397,2001-12-07,5.791
Four Christmases,12193,2008-11-26,5.79
The Doorman,737568,2020-10-01,5.789
Spiderhead,615469,2022-06-17,5.79
Hangman,323368,2017-12-22,5.789
A Family Affair,987686,2024-06-27,5.79
Trespass Against Us,256569,2016-10-14,5.787
The Bride,422715,2017-01-19,5.8
Cutthroat Island,1408,1995-12-22,5.8
The Hills Run Red,24001,2009-09-29,5.8
Once Bitten,19064,1985-11-15,5.784
Fantastic Four,9738,2005-06-29,5.784
To Rome with Love,81836,2012-04-20,5.8
Herbie Fully Loaded,11451,2005-06-22,5.8
Kicking & Screaming,9981,2005-05-13,5.8
Ricki and the Flash,275601,2015-07-10,5.782
A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,1985-11-01,5.781
Love and Other Disasters,6641,2006-09-09,5.782
The Jack in the Box,622420,2019-11-09,5.8
The Hole,45650,2009-09-09,5.8
The Perfect Score,13505,2004-01-30,5.781
Cry_Wolf,10092,2005-09-16,5.781
Backtrack,332704,2015-07-25,5.78
Arthur 3: The War of the Two Worlds,42949,2010-08-22,5.78
Hercules,184315,2014-07-23,5.78
Men Vs Women,56014,2010-10-27,5.779
Black Sheep,3603,2007-03-29,5.779
Welcome to the North,85038,2012-01-18,5.778
Don't Be Afraid of the Dark,46261,2010-11-06,5.778
Tremors 3: Back to Perfection,10829,2001-10-02,5.778
Just Married,12090,2003-01-08,5.777
MILF,499726,2018-05-02,5.779
Borderlands,365177,2024-08-07,5.772
The Nut Job,227783,2014-01-17,5.776
Clown,112454,2014-11-13,5.773
The Ward,45657,2010-09-13,5.775
Annabelle,250546,2014-10-02,5.8
30 Minutes or Less,62206,2011-08-11,5.774
The French Kissers,18896,2009-06-10,5.774
Multiplicity,9304,1996-07-19,5.8
Superman Returns,1452,2006-06-28,5.8
The Alamo,10733,2004-04-07,5.8
Any Which Way You Can,17169,1980-12-17,5.772
G.I. Joe: The Rise of Cobra,14869,2009-08-03,5.772
Hatchet,11908,2006-04-27,5.772
Curve,347754,2015-08-31,5.758
The Swarm,661930,2021-04-09,5.8
The Forger,255157,2014-09-10,5.8
The Dinosaur Project,119698,2012-08-09,5.77
Rocky V,1375,1990-11-16,5.77
The Skulls,11478,2000-03-31,5.769
Texas Killing Fields,72477,2011-10-14,5.8
Domestic Disturbance,11456,2001-10-28,5.768
Nine Lives,322240,2016-08-03,5.8
The To Do List,129139,2013-07-24,5.8
The Smurfs,41513,2011-07-29,5.767
Exit Wounds,10877,2001-03-16,5.8
Fortress,826749,2021-12-17,5.8
Fantozzi The Return,41668,1996-12-20,5.8
The Resident,50671,2011-02-10,5.765
Big Momma's House 2,11565,2006-01-26,5.8
Arkansas,560204,2020-05-05,5.8
War on Everyone,333663,2016-10-07,5.8
The Chase,10694,1994-03-04,5.8
Destination Wedding,489929,2018-08-02,5.763
Naked,433251,2017-08-11,5.763
Ratchet & Clank,234004,2016-04-13,5.8
The Three Stooges,76489,2012-04-13,5.8
Paranormal Activity 2,41436,2010-10-20,5.8
Trigger Warning,704673,2024-06-20,5.773
Kiss Me Again,40817,2010-01-29,5.762
The Man,9074,2005-09-08,5.762
The Reaping,1683,2007-04-05,5.8
I Spit on Your Grave III: Vengeance Is Mine,357096,2015-10-01,5.8
Special Correspondents,355008,2016-04-22,5.761
Hop,50359,2011-03-30,5.8
88 Minutes,3489,2007-02-14,5.8
Stuart Little 2,10996,2002-07-19,5.759
All the King's Men,1717,2006-09-10,5.8
A Christmas Horror Story,311539,2015-07-20,5.8
Lost River,167810,2015-04-08,5.757
We Are What We Are,159128,2013-09-27,5.757
Project Gemini,575322,2022-01-06,5.756
The Smurfs 2,77931,2013-07-30,5.757
Collateral Damage,9884,2002-02-06,5.8
The Bay,123105,2012-09-13,5.753
Q,27726,1982-09-08,5.754
Johnny Mnemonic,9886,1995-05-26,5.754
Planet of the Apes,869,2001-07-25,5.753
The Dark Tower,353491,2017-08-03,5.753
French Women,273169,2014-06-04,5.751
Henry's Crime,53172,2010-01-14,5.8
Quarantine,13812,2008-10-10,5.8
City by the Sea,13536,2002-09-06,5.8
Chain Reaction,12123,1996-08-02,5.751
The Order,9616,2003-09-05,5.8
Marlowe,844417,2023-02-15,5.749
Into the Woods,224141,2014-12-24,5.75
Sausage Party,223702,2016-07-11,5.749
Man of the House,13498,2005-02-25,5.7
Ring 2,9669,1999-01-23,5.7
Fool's Gold,8676,2008-02-07,5.7
You Choose!,437425,2017-03-15,5.7
Friday the 13th,13207,2009-02-11,5.7
The Punisher,8867,1989-10-05,5.747
Abraham Lincoln: Vampire Hunter,72331,2012-06-20,5.747
The Whole Ten Yards,2122,2004-04-07,5.746
The Midnight Sky,614911,2020-12-10,5.747
When a Stranger Calls,10053,2006-02-03,5.745
Disturbing Behavior,9424,1998-07-24,5.7
Lara Croft: Tomb Raider - The Cradle of Life,1996,2003-07-21,5.746
Boo 2! A Madea Halloween,459202,2017-10-20,5.7
Aftermath,390051,2017-02-28,5.744
Tales of Halloween,306964,2015-10-16,5.744
The NeverEnding Story II: The Next Chapter,34636,1990-10-25,5.7
Ben 10: Race Against Time,16000,2008-02-11,5.744
Maximum Risk,10861,1996-09-13,5.7
The Good German,182,2006-12-15,5.7
Wrath of the Titans,57165,2012-03-28,5.743
Tall Girl 2,772272,2022-02-11,5.741
Pixels,257344,2015-07-16,5.74
Dragon Ball Z: Bio-Broly,39106,1994-07-09,5.7
Bratz,14123,2007-08-03,5.7
High Life,376865,2018-09-26,5.74
True Memoirs of an International Assassin,339396,2016-11-11,5.74
Miss Congeniality 2: Armed and Fabulous,10040,2005-03-11,5.743
Obsessed,17335,2009-02-26,5.7
A Beautiful Wife,52214,2007-12-14,5.738
Satan,13742,2006-02-01,5.738
The Ring Two,10320,2005-03-10,5.738
Color of Night,2124,1994-08-19,5.7
Ben-Hur,271969,2016-08-17,5.737
The Canal,265010,2014-10-10,5.737
Three Steps Over Heaven,56903,2004-03-12,5.7
The Manual of Love,20068,2005-03-18,5.737
The Happytime Murders,412988,2018-08-22,5.7
Cut Bank,276902,2014-10-04,5.736
Masterminds,213681,2016-09-29,5.7
Taxi 3,2334,2003-01-29,5.736
The Turning,492611,2020-01-23,5.735
Pet Sematary,157433,2019-04-04,5.736
The Pink Panther 2,15159,2009-02-06,5.7
Iron Sky,10679,2012-04-04,5.7
Boo! A Madea Halloween,380124,2016-10-21,5.7
The Ant Bully,9906,2006-07-28,5.734
The Vanishing,449459,2019-01-04,5.732
Arthur and the Revenge of Maltazard,26505,2009-11-26,5.7
Masters of the Universe,11649,1987-08-07,5.733
Things Heard & Seen,631060,2021-04-29,5.733
Bubble Boy,9683,2001-08-24,5.731
"Oh, Ramona!",582186,2019-02-14,5.7
The Gunman,266396,2015-02-16,5.732
The Tunnel,46221,2011-05-19,5.73
Joe Versus the Volcano,2565,1990-03-09,5.7
The Messengers,9966,2007-02-02,5.729
A Nice Girl Like You,718840,2020-07-18,5.731
Rules Don't Apply,291328,2016-11-23,5.731
Redcon-1,485811,2018-09-07,5.7
Life of Crime,209189,2013-09-14,5.727
Escape from Planet Earth,68179,2013-02-14,5.727
100 Feet,14098,2008-07-22,5.7
The Heartbreak Kid,9038,2007-10-05,5.727
Barely Lethal,248574,2015-04-23,5.726
Jean-Philippe,13713,2006-04-05,5.7
Children of the Corn,10823,1984-03-09,5.726
My Big Gay Italian Wedding,486103,2018-03-01,5.724
Paranoia,115348,2013-08-14,5.7
Staying Alive,10805,1983-07-11,5.723
Downrange,469916,2018-05-25,5.7
Let Us Prey,276488,2014-04-17,5.722
A Few Best Men,85435,2011-10-14,5.7
R.A.I.D. Special Unit,382597,2017-02-01,5.721
The Town that Dreaded Sundown,287084,2014-10-16,5.721
Fire Down Below,14289,1997-09-05,5.7
Legionnaire,3513,1998-12-03,5.7
Cleanskin,95516,2012-03-08,5.7
The Tuxedo,10771,2002-09-27,5.7
Timeline,9562,2003-11-26,5.717
Garfield,8920,2004-06-10,5.716
The Getaway,2087,1994-02-11,5.7
Viking Wolf,788752,2022-11-18,5.715
Hot Pursuit,268920,2015-05-08,5.714
I'm So Excited!,144789,2013-03-08,5.715
The Contract,1441,2006-04-05,5.7
You Don't Mess with the Zohan,10661,2008-06-05,5.7
The Full House,487004,2018-03-21,5.713
Ibiza,463053,2018-05-25,5.713
The Green Inferno,171424,2013-09-08,5.7
Beyond the Black Rainbow,50037,2010-12-03,5.702
Ex,15681,2009-02-06,5.7
Porky's II: The Next Day,19698,1983-06-24,5.712
Battle for the Planet of the Apes,1705,1973-06-15,5.713
Star Trek V: The Final Frontier,172,1989-06-09,5.7
"The Rich, the Pauper and the Butler",310126,2014-12-11,5.711
Cosmopolis,49014,2012-05-25,5.711
Prom Night,36599,1980-07-18,5.711
Synchronicity,347945,2015-07-22,5.71
Doctor Dolittle,3050,1998-06-26,5.71
The Do-Over,389053,2016-05-27,5.709
Death Wish 4: The Crackdown,26263,1987-06-11,5.7
The Lost Prince,520725,2020-02-12,5.7
My Cousin Rachel,413998,2017-06-08,5.711
Wrong Turn 4: Bloody Beginnings,71672,2011-10-17,5.7
Major League II,11067,1994-03-30,5.7
An American Pickle,628917,2020-07-26,5.707
Sibyl,559401,2019-05-24,5.7
Maggie's Plan,312669,2016-04-27,5.7
Madame Bovary,253161,2015-06-04,5.71
Nine Months,11472,1995-07-12,5.707
America's Sweethearts,11467,2001-07-17,5.707
Mara,514277,2018-08-22,5.706
Pathology,12192,2008-04-11,5.706
Armored,4597,2009-12-04,5.7
Michael,2928,1996-12-25,5.7
Win a Date with Tad Hamilton!,13476,2004-01-23,5.7
Dinner for Schmucks,38778,2010-07-30,5.7
Fame,28665,2009-09-23,5.7
Gamer,18501,2009-09-03,5.7
Joe's Apartment,11962,1996-07-26,5.7
Based on a True Story,416051,2017-11-01,5.7
Hick,94363,2011-09-10,5.704
Urban Legend,9877,1998-09-25,5.7
Red Planet,8870,2000-11-10,5.7
Hall Pass,48988,2011-02-25,5.702
Billionaire Boys Club,385360,2018-07-19,5.706
Red Dawn,60747,2012-03-15,5.701
Alvin and the Chipmunks: Chipwrecked,55301,2011-12-14,5.7
Bulletproof,10723,1996-09-06,5.7
Shark Bait,960258,2022-05-13,5.7
Skiptrace,270774,2016-07-21,5.7
The Hallow,312831,2015-11-06,5.699
The Perfect Guy,304372,2015-09-11,5.7
Hit & Run,109513,2012-08-22,5.7
Surviving Christmas,15566,2004-09-21,5.7
Haywire,70435,2011-11-01,5.7
My Stepmother Is an Alien,12120,1988-12-09,5.696
All Hallows' Eve,231001,2013-10-29,5.694
Metro,8860,1997-01-16,5.7
47 Meters Down: Uncaged,480105,2019-08-15,5.692
Men at Work,10169,1990-08-24,5.691
Aliens in the Attic,20856,2009-07-30,5.7
The Art of War,11398,2000-08-25,5.7
In the Earth,748853,2021-04-16,5.7
Hatchet III,167575,2013-06-14,5.7
The Three Kings,18298,2001-12-12,5.689
Cyborg,10134,1989-04-07,5.688
The Thaw,23410,2009-08-30,5.7
Pathfinder,1534,2007-01-11,5.7
The Hurricane Heist,430040,2018-02-28,5.7
The Crucifixion,394830,2017-04-27,5.689
S.W.A.T.: Firefight,54445,2011-03-01,5.7
Cabin Fever,11547,2003-08-15,5.686
The Stepford Wives,9890,2004-06-10,5.686
Office Christmas Party,384682,2016-11-25,5.684
Love Lasts Three Years,85735,2011-12-10,5.684
License to Wed,2959,2007-07-04,5.7
Knight of Cups,86835,2015-09-10,5.683
Quarantine 2: Terminal,59115,2011-06-16,5.7
Ra.One,41517,2011-10-24,5.7
"Legally Blonde 2: Red, White & Blonde",10327,2003-07-02,5.685
Mickey Blue Eyes,10154,1999-08-16,5.7
Rough Night,397422,2017-06-15,5.681
Cockneys vs Zombies,114606,2012-08-31,5.681
Beyond a Reasonable Doubt,25137,2009-02-05,5.7
Wrong Turn 3: Left for Dead,23823,2009-10-20,5.679
The Strangers: Prey at Night,371608,2018-03-07,5.7
The Reef,49787,2010-05-15,5.7
The Last Exorcism,38358,2010-08-27,5.678
Reindeer Games,2155,2000-02-25,5.678
Wish Upon,440597,2017-07-07,5.7
3 Ninjas,16314,1992-08-07,5.7
Life or Something Like It,16643,2002-04-24,5.7
Hellraiser III: Hell on Earth,11569,1992-09-11,5.7
Hudson Hawk,9292,1991-05-23,5.7
Fire with Fire,139567,2012-08-31,5.675
The Incredible Burt Wonderstone,124459,2013-03-14,5.675
Jenny's Wedding,342474,2015-07-31,5.7
The Angriest Man in Brooklyn,152790,2014-05-23,5.674
Drop Zone,4954,1994-12-08,5.7
Hell Fest,429476,2018-09-27,5.673
First Kill,410554,2017-07-21,5.673
Tremors 4: The Legend Begins,10891,2004-01-02,5.7
The Haunted Mansion,10756,2003-11-26,5.673
Wild Card,265208,2015-01-14,5.672
Noah,86834,2014-03-07,5.672
The Wind,541560,2018-05-05,5.671
Z for Zachariah,193687,2015-08-13,5.671
Saving Silverman,10878,2001-02-09,5.7
Addio fottuti musi verdi,469876,2017-11-09,5.67
Dark Water,9009,2005-07-08,5.67
The Curse of La Llorona,480414,2019-04-17,5.668
Back to Mom's,383869,2016-06-01,5.7
Momentum,346808,2015-10-15,5.669
Tarzan,230222,2013-10-17,5.669
Boomerang,11066,1992-06-30,5.669
Jay and Silent Bob Reboot,440762,2019-10-15,5.7
Survivor,334074,2015-05-21,5.7
Playing for Keeps,77875,2012-11-29,5.7
Immortal,5552,2004-03-13,5.7
Amityville II: The Possession,16235,1982-09-24,5.7
Norbit,9757,2007-02-08,5.7
Cube Zero,438,2004-10-10,5.7
The Pact,111440,2012-05-25,5.7
Are We There Yet?,11637,2005-01-20,5.662
Gods of Egypt,205584,2016-02-25,5.7
The House Bunny,12620,2008-08-22,5.663
Confessions of a Teenage Drama Queen,11132,2004-02-17,5.7
The Beach Bum,441384,2019-03-21,5.66
Flatliners,400710,2017-09-28,5.66
Rumor Has It...,2800,2005-12-22,5.659
Sherlock Gnomes,370567,2018-03-15,5.7
Bait,118957,2012-09-05,5.658
The Fly II,10344,1989-02-10,5.7
American Pie Presents: Beta House,8277,2007-12-26,5.658
Love Wedding Repeat,624808,2020-04-10,5.655
Babylon A.D.,9381,2008-08-20,5.656
Goon: Last of the Enforcers,336890,2017-03-17,5.654
The Ringer,9927,2005-12-23,5.651
Our Happy Holiday,490448,2018-09-15,5.65
Beverly Hills Ninja,9622,1997-01-17,5.7
You People,866413,2023-01-20,5.648
Flubber,9574,1997-11-26,5.6
OSS 117: From Africa with Love,604563,2021-08-04,5.6
Little Fockers,39451,2010-12-21,5.646
The Patriot,6058,1998-07-10,5.645
Some Kind of Beautiful,253344,2015-07-16,5.647
Kiss of Death,6071,1995-04-21,5.644
White Girl,336011,2016-09-02,5.646
Voice from the Stone,301372,2017-04-28,5.6
Horse Girl,653601,2020-01-27,5.6
I Am Wrath,332411,2016-04-14,5.641
Runner Runner,146238,2013-09-24,5.641
Captive State,429471,2019-03-15,5.638
The Nutty Professor,9327,1996-06-28,5.638
The Texas Chainsaw Massacre 2,16337,1986-08-22,5.635
The Hole in the Ground,484437,2019-03-01,5.636
Alone,420950,2017-02-08,5.6
Viral,336455,2016-02-18,5.636
The Predator,346910,2018-09-05,5.635
Lavender,340584,2016-11-04,5.634
My Best Friend's Girl,13596,2008-09-19,5.6
Misconduct,373314,2016-02-05,5.633
Dreamcatcher,6171,2003-03-21,5.632
Inside,958196,2023-03-09,5.631
Pet Sematary: Bloodlines,830764,2023-09-23,5.631
Twin Murders: The Silence of the White City,542917,2019-10-25,5.6
The Hunter's Prayer,302150,2017-06-08,5.63
Alvin and the Chipmunks: The Squeakquel,23398,2009-12-21,5.63
Deck the Halls,9969,2006-11-22,5.6
Godzilla,929,1998-05-20,5.6
The Tax Collector,531499,2020-08-07,5.629
In Fabric,475220,2018-12-06,5.629
High-Rise,254302,2015-11-22,5.629
Semi-Pro,13260,2008-02-28,5.629
The Maiden Heist,24271,2009-05-09,5.6
Darkness,11056,2002-10-11,5.627
The Box,22825,2009-10-29,5.6
The Day the Earth Stood Still,10200,2008-12-10,5.6
Spy Kids 2: The Island of Lost Dreams,9488,2002-08-07,5.626
Psycho III,12662,1986-04-02,5.6
The Black Dahlia,9676,2006-09-15,5.6
Brüno,18480,2009-07-08,5.623
G.I. Joe: Retaliation,72559,2013-03-27,5.622
Detention,68684,2012-04-06,5.6
Time Cut,827931,2024-10-29,5.621
Cool World,14239,1992-07-10,5.6
The Owners,659986,2020-08-27,5.62
Ask Me Anything,271185,2014-04-19,5.626
The Cloverfield Paradox,384521,2018-02-04,5.619
Babe: Pig in the City,9447,1998-11-25,5.619
Amusement,13803,2008-10-09,5.6
George of the Jungle,10603,1997-07-15,5.6
Cowboys & Aliens,49849,2011-07-29,5.618
Æon Flux,8202,2005-11-30,5.616
The Omen,806,2006-06-06,5.616
Night Swim,1072342,2024-01-03,5.61
Universal Soldier: Regeneration,28510,2009-10-01,5.6
Cadaver,692969,2020-10-22,5.614
The House,345914,2017-06-29,5.614
Freaks – You're One of Us,658777,2020-09-02,5.6
Indovina chi viene a Natale?,244516,2013-12-19,5.612
Open Season 3,51170,2010-10-21,5.6
Snow Dogs,11888,2002-01-18,5.612
Acts of Violence,479040,2018-01-12,5.61
Leatherface,300665,2017-09-14,5.6
The Covenant,9954,2006-09-07,5.6
Machete Kills,106747,2013-09-12,5.609
Animals United,50135,2010-10-07,5.6
Kill Me Three Times,237756,2015-04-10,5.608
Fantastic Four: Rise of the Silver Surfer,1979,2007-06-13,5.608
You Get Me,412105,2017-06-19,5.609
The Rage: Carrie 2,7341,1999-03-12,5.6
"You, Me and Dupree",1819,2006-07-13,5.6
Rogue,718444,2020-08-20,5.6
The Juror,9623,1996-02-02,5.6
The Astronaut's Wife,2900,1999-08-27,5.606
War Machine,354287,2017-05-26,5.605
We Are Still Here,291272,2015-06-05,5.605
On the Road,83770,2012-05-22,5.6
The Hunters,231474,2013-10-25,5.604
Diary of a Nymphomaniac,19173,2008-10-17,5.604
Admission,144340,2013-03-21,5.6
